Basic Parameters: 2024-09-21_19-16-17 model=svhn-defended-trades dataset=svhn n_ex=1000 eps=5.0 p=0.11 n_iter=20000
Clean accuracy: 93.85%
1: attack success rate=34.5%, average queries=1.1, median queries=1.0
1419: attack success rate=99.9%, average queries=27.5, median queries=7.0
1420: attack success rate=99.9%, average queries=27.5, median queries=7.0
1421: attack success rate=99.9%, average queries=27.5, median queries=7.0
1422: attack success rate=99.9%, average queries=27.5, median queries=7.0
1423: attack success rate=99.9%, average queries=27.5, median queries=7.0
1424: attack success rate=99.9%, average queries=27.5, median queries=7.0
1425: attack success rate=99.9%, average queries=27.5, median queries=7.0
1426: attack success rate=99.9%, average queries=27.5, median queries=7.0
1427: attack success rate=99.9%, average queries=27.5, median queries=7.0
1428: attack success rate=99.9%, average queries=27.5, median queries=7.0
1429: attack success rate=99.9%, average queries=27.5, median queries=7.0
1430: attack success rate=99.9%, average queries=27.5, median queries=7.0
1431: attack success rate=99.9%, average queries=27.5, median queries=7.0
1432: attack success rate=99.9%, average queries=27.5, median queries=7.0
1433: attack success rate=99.9%, average queries=27.5, median queries=7.0
1434: attack success rate=99.9%, average queries=27.5, median queries=7.0
1435: attack success rate=99.9%, average queries=27.5, median queries=7.0
1436: attack success rate=99.9%, average queries=27.5, median queries=7.0
1437: attack success rate=99.9%, average queries=27.5, median queries=7.0
1438: attack success rate=99.9%, average queries=27.5, median queries=7.0
1439: attack success rate=99.9%, average queries=27.5, median queries=7.0
1440: attack success rate=99.9%, average queries=27.5, median queries=7.0
1441: attack success rate=99.9%, average queries=27.5, median queries=7.0
1442: attack success rate=99.9%, average queries=27.5, median queries=7.0
1443: attack success rate=99.9%, average queries=27.5, median queries=7.0
1444: attack success rate=99.9%, average queries=27.5, median queries=7.0
1445: attack success rate=99.9%, average queries=27.5, median queries=7.0
1446: attack success rate=99.9%, average queries=27.5, median queries=7.0
1447: attack success rate=99.9%, average queries=27.5, median queries=7.0
1448: attack success rate=99.9%, average queries=27.5, median queries=7.0
1449: attack success rate=99.9%, average queries=27.5, median queries=7.0
1450: attack success rate=99.9%, average queries=27.5, median queries=7.0
1451: attack success rate=99.9%, average queries=27.5, median queries=7.0
1452: attack success rate=99.9%, average queries=27.5, median queries=7.0
1453: attack success rate=99.9%, average queries=27.5, median queries=7.0
1454: attack success rate=99.9%, average queries=27.5, median queries=7.0
1455: attack success rate=99.9%, average queries=27.5, median queries=7.0
1456: attack success rate=99.9%, average queries=27.5, median queries=7.0
1457: attack success rate=99.9%, average queries=27.5, median queries=7.0
1458: attack success rate=99.9%, average queries=27.5, median queries=7.0
1459: attack success rate=99.9%, average queries=27.5, median queries=7.0
1460: attack success rate=99.9%, average queries=27.5, median queries=7.0
1461: attack success rate=99.9%, average queries=27.5, median queries=7.0
1462: attack success rate=99.9%, average queries=27.5, median queries=7.0
1463: attack success rate=99.9%, average queries=27.5, median queries=7.0
1464: attack success rate=99.9%, average queries=27.5, median queries=7.0
1465: attack success rate=99.9%, average queries=27.5, median queries=7.0
1466: attack success rate=99.9%, average queries=27.5, median queries=7.0
1467: attack success rate=99.9%, average queries=27.5, median queries=7.0
1468: attack success rate=99.9%, average queries=27.5, median queries=7.0
1469: attack success rate=99.9%, average queries=27.5, median queries=7.0
1470: attack success rate=99.9%, average queries=27.5, median queries=7.0
1471: attack success rate=99.9%, average queries=27.5, median queries=7.0
1472: attack success rate=99.9%, average queries=27.5, median queries=7.0
1473: attack success rate=99.9%, average queries=27.5, median queries=7.0
1474: attack success rate=99.9%, average queries=27.5, median queries=7.0
1475: attack success rate=99.9%, average queries=27.5, median queries=7.0
1476: attack success rate=99.9%, average queries=27.5, median queries=7.0
1477: attack success rate=99.9%, average queries=27.5, median queries=7.0
1478: attack success rate=99.9%, average queries=27.5, median queries=7.0
1479: attack success rate=99.9%, average queries=27.5, median queries=7.0
1480: attack success rate=99.9%, average queries=27.5, median queries=7.0
1481: attack success rate=99.9%, average queries=27.5, median queries=7.0
1482: attack success rate=99.9%, average queries=27.5, median queries=7.0
1483: attack success rate=99.9%, average queries=27.5, median queries=7.0
1484: attack success rate=99.9%, average queries=27.5, median queries=7.0
1485: attack success rate=99.9%, average queries=27.5, median queries=7.0
1486: attack success rate=99.9%, average queries=27.5, median queries=7.0
1487: attack success rate=99.9%, average queries=27.5, median queries=7.0
1488: attack success rate=99.9%, average queries=27.5, median queries=7.0
1489: attack success rate=99.9%, average queries=27.5, median queries=7.0
1490: attack success rate=99.9%, average queries=27.5, median queries=7.0
1491: attack success rate=99.9%, average queries=27.5, median queries=7.0
1492: attack success rate=99.9%, average queries=27.5, median queries=7.0
1493: attack success rate=99.9%, average queries=27.5, median queries=7.0
1494: attack success rate=99.9%, average queries=27.5, median queries=7.0
1495: attack success rate=99.9%, average queries=27.5, median queries=7.0
1496: attack success rate=99.9%, average queries=27.5, median queries=7.0
1497: attack success rate=99.9%, average queries=27.5, median queries=7.0
1498: attack success rate=99.9%, average queries=27.5, median queries=7.0
1499: attack success rate=99.9%, average queries=27.5, median queries=7.0
1500: attack success rate=99.9%, average queries=27.5, median queries=7.0
1501: attack success rate=99.9%, average queries=27.5, median queries=7.0
1502: attack success rate=99.9%, average queries=27.5, median queries=7.0
1503: attack success rate=99.9%, average queries=27.5, median queries=7.0
1504: attack success rate=99.9%, average queries=27.5, median queries=7.0
1505: attack success rate=99.9%, average queries=27.5, median queries=7.0
1506: attack success rate=99.9%, average queries=27.5, median queries=7.0
1507: attack success rate=99.9%, average queries=27.5, median queries=7.0
1508: attack success rate=99.9%, average queries=27.5, median queries=7.0
1509: attack success rate=99.9%, average queries=27.5, median queries=7.0
1510: attack success rate=99.9%, average queries=27.5, median queries=7.0
1511: attack success rate=99.9%, average queries=27.5, median queries=7.0
1512: attack success rate=99.9%, average queries=27.5, median queries=7.0
1513: attack success rate=99.9%, average queries=27.5, median queries=7.0
1514: attack success rate=99.9%, average queries=27.5, median queries=7.0
1515: attack success rate=99.9%, average queries=27.5, median queries=7.0
1516: attack success rate=99.9%, average queries=27.5, median queries=7.0
1517: attack success rate=99.9%, average queries=27.5, median queries=7.0
1518: attack success rate=99.9%, average queries=27.5, median queries=7.0
1519: attack success rate=99.9%, average queries=27.5, median queries=7.0
1520: attack success rate=99.9%, average queries=27.5, median queries=7.0
1521: attack success rate=99.9%, average queries=27.5, median queries=7.0
1522: attack success rate=99.9%, average queries=27.5, median queries=7.0
1523: attack success rate=99.9%, average queries=27.5, median queries=7.0
1524: attack success rate=99.9%, average queries=27.5, median queries=7.0
1525: attack success rate=99.9%, average queries=27.5, median queries=7.0
1526: attack success rate=99.9%, average queries=27.5, median queries=7.0
1527: attack success rate=99.9%, average queries=27.5, median queries=7.0
1528: attack success rate=99.9%, average queries=27.5, median queries=7.0
1529: attack success rate=99.9%, average queries=27.5, median queries=7.0
1530: attack success rate=99.9%, average queries=27.5, median queries=7.0
1531: attack success rate=99.9%, average queries=27.5, median queries=7.0
1532: attack success rate=99.9%, average queries=27.5, median queries=7.0
1533: attack success rate=99.9%, average queries=27.5, median queries=7.0
1534: attack success rate=99.9%, average queries=27.5, median queries=7.0
1535: attack success rate=99.9%, average queries=27.5, median queries=7.0
1536: attack success rate=99.9%, average queries=27.5, median queries=7.0
1537: attack success rate=99.9%, average queries=27.5, median queries=7.0
1538: attack success rate=99.9%, average queries=27.5, median queries=7.0
1539: attack success rate=99.9%, average queries=27.5, median queries=7.0
1540: attack success rate=99.9%, average queries=27.5, median queries=7.0
1541: attack success rate=99.9%, average queries=27.5, median queries=7.0
1542: attack success rate=99.9%, average queries=27.5, median queries=7.0
1543: attack success rate=99.9%, average queries=27.5, median queries=7.0
1544: attack success rate=99.9%, average queries=27.5, median queries=7.0
1545: attack success rate=99.9%, average queries=27.5, median queries=7.0
1546: attack success rate=99.9%, average queries=27.5, median queries=7.0
1547: attack success rate=99.9%, average queries=27.5, median queries=7.0
1548: attack success rate=99.9%, average queries=27.5, median queries=7.0
1549: attack success rate=99.9%, average queries=27.5, median queries=7.0
1550: attack success rate=99.9%, average queries=27.5, median queries=7.0
1551: attack success rate=99.9%, average queries=27.5, median queries=7.0
1552: attack success rate=99.9%, average queries=27.5, median queries=7.0
1553: attack success rate=99.9%, average queries=27.5, median queries=7.0
1554: attack success rate=99.9%, average queries=27.5, median queries=7.0
1555: attack success rate=99.9%, average queries=27.5, median queries=7.0
1556: attack success rate=99.9%, average queries=27.5, median queries=7.0
1557: attack success rate=99.9%, average queries=27.5, median queries=7.0
1558: attack success rate=99.9%, average queries=27.5, median queries=7.0
1559: attack success rate=99.9%, average queries=27.5, median queries=7.0
1560: attack success rate=99.9%, average queries=27.5, median queries=7.0
1561: attack success rate=99.9%, average queries=27.5, median queries=7.0
1562: attack success rate=99.9%, average queries=27.5, median queries=7.0
1563: attack success rate=99.9%, average queries=27.5, median queries=7.0
1564: attack success rate=99.9%, average queries=27.5, median queries=7.0
1565: attack success rate=99.9%, average queries=27.5, median queries=7.0
1566: attack success rate=99.9%, average queries=27.5, median queries=7.0
1567: attack success rate=99.9%, average queries=27.5, median queries=7.0
1568: attack success rate=99.9%, average queries=27.5, median queries=7.0
1569: attack success rate=99.9%, average queries=27.5, median queries=7.0
1570: attack success rate=99.9%, average queries=27.5, median queries=7.0
1571: attack success rate=99.9%, average queries=27.5, median queries=7.0
1572: attack success rate=99.9%, average queries=27.5, median queries=7.0
1573: attack success rate=99.9%, average queries=27.5, median queries=7.0
1574: attack success rate=99.9%, average queries=27.5, median queries=7.0
1575: attack success rate=99.9%, average queries=27.5, median queries=7.0
1576: attack success rate=99.9%, average queries=27.5, median queries=7.0
1577: attack success rate=99.9%, average queries=27.5, median queries=7.0
1578: attack success rate=99.9%, average queries=27.5, median queries=7.0
1579: attack success rate=99.9%, average queries=27.5, median queries=7.0
1580: attack success rate=99.9%, average queries=27.5, median queries=7.0
1581: attack success rate=99.9%, average queries=27.5, median queries=7.0
1582: attack success rate=99.9%, average queries=27.5, median queries=7.0
1583: attack success rate=99.9%, average queries=27.5, median queries=7.0
1584: attack success rate=99.9%, average queries=27.5, median queries=7.0
1585: attack success rate=99.9%, average queries=27.5, median queries=7.0
1586: attack success rate=99.9%, average queries=27.5, median queries=7.0
1587: attack success rate=99.9%, average queries=27.5, median queries=7.0
1588: attack success rate=99.9%, average queries=27.5, median queries=7.0
1589: attack success rate=99.9%, average queries=27.5, median queries=7.0
1590: attack success rate=100.0%, average queries=29.0, median queries=7.0
 
Attack Success Rate: 100.0%
Average L2 Distance: 4.94
Average Queries: 29.0
Median Queries: 7.0
